
#Vehículo

"Nombre del vehículo","Activo","Tipo de vehículo","Marca","Modelo","Matrícula","Año","Capacidad del deposito(gal)","Odómetro (km)","Registro de vehículos","Identificación (VIN)","Notas",
"Fiat 9688 LLV Pedro","Si","Camión","Fiat","Ducato","9688LLV","2020","","Kilómetro (km)","","","",

#Gasto

"Nombre del vehículo","Odómetro (km)","Fecha","Costo total","Tipo de gasto","Gasto local","Conductor","Método de pago","Motivo","Notas","(System Date)"
"Fiat 9688 LLV Pedro","0","26/04/2024 07:07","496.93","Financiación","","Victor Pavon","","","","11/02/2024 06:08"
"Fiat 9688 LLV Pedro","0","26/03/2024 07:07","496.93","Financiación","","Victor Pavon","","","","11/02/2024 06:07"
"Fiat 9688 LLV Pedro","0","26/02/2024 07:06","496.93","Financiación","","Victor Pavon","","","","11/02/2024 06:07"
"Fiat 9688 LLV Pedro","0","26/01/2024 07:05","496.93","Financiación","","Victor Pavon","","","","11/02/2024 06:06"
"Fiat 9688 LLV Pedro","0","26/12/2023 07:25","496.93","Financiación","","Victor Pavon","","","","06/12/2023 06:25"
"Fiat 9688 LLV Pedro","0","26/11/2023 07:24","496.93","Financiación","","Victor Pavon","","","","06/12/2023 06:24"
"Fiat 9688 LLV Pedro","0","26/10/2023 07:23","496.93","Financiación","","Victor Pavon","","","","06/12/2023 06:24"
"Fiat 9688 LLV Pedro","210500","26/09/2023 09:57","496.93","Financiación","","Victor Pavon","","","","26/09/2023 07:59"

#Servicio

"Nombre del vehículo","Odómetro (km)","Fecha","Costo total","Tipo de servicio","Local del servicio","Conductor","Método de pago","Notas","(System Date)"
"Fiat 9688 LLV Pedro","342741","29/12/2025 14:00","35","Zapatas Freno Mano","","Victor Pavon","","","22/01/2026 12:05"
"Fiat 9688 LLV Pedro","342741","26/12/2025 18:35","16","Filtro de Aceite","","Victor Pavon","","","29/12/2025 12:59"
"Fiat 9688 LLV Pedro","342741","26/12/2025 18:35","42","Cambio de Aceite","","Victor Pavon","","","29/12/2025 12:59"
"Fiat 9688 LLV Pedro","327506","03/10/2025 20:08","175","DISCOS DE FRENO DELANTEROS","","Victor Pavon","","","03/10/2025 18:09"
"Fiat 9688 LLV Pedro","314398","10/07/2025 19:55","40","Cambio de Aceite","","Victor Pavon","","","10/07/2025 18:03"
"Fiat 9688 LLV Pedro","314398","10/07/2025 19:55","15","Filtro de Aceite","","Victor Pavon","","","10/07/2025 18:03"
"Fiat 9688 LLV Pedro","309000","18/06/2025 14:06","0","Palieres","Felipe Osuna","Victor Pavon","","","19/06/2025 12:08"
"Fiat 9688 LLV Pedro","308000","05/06/2025 09:03","110","Neumaticos Delanteros","Felipe Osuna","Victor Pavon","","","11/06/2025 07:05"
"Fiat 9688 LLV Pedro","307000","15/05/2025 09:06","110","Neumaticos Traseros","Felipe Osuna","Victor Pavon","","","11/06/2025 07:07"
"Fiat 9688 LLV Pedro","300903","25/04/2025 20:47","35","Pastillas Traseras","Victor","Victor Pavon","","","27/04/2025 18:48"
"Fiat 9688 LLV Pedro","288810","10/02/2025 18:30","40","Cambio de Aceite","Victor","Victor Pavon","","","09/03/2025 17:31"
"Fiat 9688 LLV Pedro","288810","10/02/2025 18:30","12","Filtro de Aceite","Victor","Victor Pavon","","","09/03/2025 17:31"
"Fiat 9688 LLV Pedro","286472","09/11/2024 07:09","45","Pastillas Delanteras","Victor","Victor Pavon","","","09/11/2024 06:09"
"Fiat 9688 LLV Pedro","271200","27/08/2024 18:50","0","Neumaticos Delanteros","","Victor Pavon","","","28/08/2024 16:52"
"Fiat 9688 LLV Pedro","271200","27/08/2024 18:50","35","Zapatas Freno Mano","","Victor Pavon","","","28/08/2024 16:52"
"Fiat 9688 LLV Pedro","266547","30/07/2024 12:44","40","Cambio de Aceite","Victor","Victor Pavon","","","16/08/2024 11:22"
"Fiat 9688 LLV Pedro","266547","30/07/2024 12:44","15","Filtro de Aceite","Victor","Victor Pavon","","","16/08/2024 11:22"
"Fiat 9688 LLV Pedro","266547","30/07/2024 12:44","15","Filtro de Combustible","Victor","Victor Pavon","","","16/08/2024 11:22"
"Fiat 9688 LLV Pedro","257839","04/06/2024 09:40","43","Pastillas Delanteras","","Victor Pavon","","","05/06/2024 07:41"
"Fiat 9688 LLV Pedro","243381","24/03/2024 04:41","45","Pastillas Delanteras","Victor","Victor Pavon","","","24/03/2024 03:44"
"Fiat 9688 LLV Pedro","240457","09/03/2024 14:38","9.24","Limpiador Motor","Victor","Victor Pavon","","","09/03/2024 13:44"
"Fiat 9688 LLV Pedro","240457","09/03/2024 14:38","13","Tapafugas aceite","Victor","Victor Pavon","","","09/03/2024 13:44"
"Fiat 9688 LLV Pedro","240457","09/03/2024 14:38","12.87","Aditivos Motor","Victor","Victor Pavon","","","09/03/2024 13:44"
"Fiat 9688 LLV Pedro","240457","09/03/2024 14:38","36","Cambio de Aceite","Victor","Victor Pavon","","","09/03/2024 13:44"
"Fiat 9688 LLV Pedro","240457","09/03/2024 14:38","12","Filtro de Aceite","Victor","Victor Pavon","","","09/03/2024 13:44"
"Fiat 9688 LLV Pedro","240457","09/03/2024 14:38","30","Pastillas Traseras","Victor","Victor Pavon","","","09/03/2024 13:44"
"Fiat 9688 LLV Pedro","230611","31/01/2024 07:03","30","Filtro de Combustible","Victor","Victor Pavon","","","11/02/2024 06:04"
"Fiat 9688 LLV Pedro","218700","05/12/2023 07:12","22.4","Cambio de Aceite","Victor","Victor Pavon","","","06/12/2023 06:23"
"Fiat 9688 LLV Pedro","218700","05/12/2023 07:12","11.68","Filtro de Aceite","Victor","Victor Pavon","","","06/12/2023 06:23"
"Fiat 9688 LLV Pedro","218700","05/12/2023 07:12","8.69","Filtro de Aire","Victor","Victor Pavon","","","06/12/2023 06:23"
"Fiat 9688 LLV Pedro","203553","31/07/2023 17:56","266.22","Cambio Distribución Y Bomba De Agua","David Gomez","Victor Pavon","","","20/09/2023 16:09"
"Fiat 9688 LLV Pedro","203553","31/07/2023 17:56","28.8","Correa de accesorios","David Gomez","Victor Pavon","","","20/09/2023 16:09"
"Fiat 9688 LLV Pedro","203553","31/07/2023 17:56","16.46","Correa compresor aire acondicionado","David Gomez","Victor Pavon","","","20/09/2023 16:09"
"Fiat 9688 LLV Pedro","203553","31/07/2023 17:56","16","Anticongelante","David Gomez","Victor Pavon","","","20/09/2023 16:09"
"Fiat 9688 LLV Pedro","203553","31/07/2023 17:56","252","Mano de Obra","David Gomez","Victor Pavon","","","20/09/2023 16:09"
"Fiat 9688 LLV Pedro","203553","31/07/2023 12:42","579.48","Cambio Distribución Y Bomba De Agua","","Victor Pavon","","","31/07/2024 10:43"
"Fiat 9688 LLV Pedro","198000","05/06/2023 20:28","650","Sistema de Escape","Ecugenil","Victor Pavon","","","24/09/2023 18:29"
"Fiat 9688 LLV Pedro","189610","08/05/2023 20:34","61.77","Cambio de Aceite","David Gomez","Victor Pavon","","","24/09/2023 18:37"
"Fiat 9688 LLV Pedro","189610","08/05/2023 20:34","16.85","Filtro de Aceite","David Gomez","Victor Pavon","","","24/09/2023 18:37"
"Fiat 9688 LLV Pedro","189610","08/05/2023 20:34","25","Fuelle palier","David Gomez","Victor Pavon","","","24/09/2023 18:37"
"Fiat 9688 LLV Pedro","189610","08/05/2023 20:34","92","Soporte Motor","David Gomez","Victor Pavon","","","24/09/2023 18:37"
"Fiat 9688 LLV Pedro","189610","08/05/2023 20:34","112.5","Mano de Obra","David Gomez","Victor Pavon","","","24/09/2023 18:37"
"Fiat 9688 LLV Pedro","186199","28/04/2023 20:38","224.62","Neumaticos Delanteros","David Gomez","Victor Pavon","","","24/09/2023 18:39"
